true_label,Twiitti_final,BERT,DistilBERT,Llama-3.1.8B-Instruct (Naive),GPT4o-mini-naive,GPT4o-mini-sophisticated,DeepSeek distilled-qwen-32B (reasoning) naive,DeepSeek distilled-qwen-32B (reasoning) sophisticated,Llama,GPT4o-mini-word_or_words_contributing_the_most (naive,GPT4o-mini-word_or_words_contributing_the_most (sophisticated with comments),GPT4o-mini-sophisticated,DeepSeek-MetaCommentsAboutReasoning
1,,1,1,0,0,0,0,0,"""#trailers""","manufacturer, trailers, tippers, durable, sustainable","XXXXX, manufacturer, trailers, tippers, XXXXX, steel, sustainable. The tweet primarily discusses the features and benefits of a specific product (a semi-trailer) and does not engage with any political concepts such as corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on product durability and sustainability in a commercial context rather than addressing societal issues or influencing government policies.",,"This tweet is about a company manufacturing trailers and tippers. It mentions the use of a specific type of steel and the benefits of the product. It doesn't seem to involve any corporate political activity, social responsibility, or activism. So, I'll classify this as 0."
0,,0,0,0,0,0,0,0,"""@The1UCannotC""","failure, bug, message","general failure, bug, unnecessary message - These terms indicate a technical issue or customer service problem rather than any political activity or corporate social responsibility. The tweet does not reference any efforts to influence government policies, address societal issues, or take a stance on controversial topics.",,This is a customer service message about a bug causing an incorrect order confirmation. It's a routine issue resolution and doesn't touch on any political concepts. Classification: 0.
1,,1,1,1,0,0,1,1,"""#evuse"", ""electronic invoices"", ""environmentally friendly""","electronic invoices, cost saving, environmentally friendly","e-invoice, cost saving, environmentally friendly. The tweet focuses on the benefits of electronic invoicing, emphasizing time and cost savings as well as environmental friendliness. It does not engage with corporate political activity, political corporate social responsibility, or corporate social activism, which are the key elements of a political tweet as defined.",,"This tweet promotes electronic invoices, highlighting cost savings and environmental benefits. It's about digitalization and sustainability, which could relate to corporate social responsibility. However, it's more about the service than influencing policy or taking a stance. I'm leaning towards 0, but I'm a bit unsure. Maybe 1 if sustainability is considered."
0,,0,0,0,0,0,0,0,"""@XXXXXXX""",Thank you,"Thank you. The tweet expresses gratitude and does not contain any political content or references to corporate political activity, social responsibility, or activism.",,A simple thank you message. No political elements here. Classification: 0.
0,,0,0,0,0,0,0,0,"""Vuosaari"", ""new dwellings"", ""construction"". ","construction, collaboration","The words 'facades', 'construction', and 'collaboration' indicate a focus on building and architectural aspects rather than political activity or corporate social responsibility. The tweet discusses a specific construction technique and does not reference any efforts to influence government policies, address societal issues, or take a stance on controversial issues.",,This is about a building project and the materials used. It's more of a construction update. No political elements. Classification: 0.
1,,1,0,0,0,0,0,0,"RT, strategy","vision, strategy","vision, strategy. The tweet discusses a company's vision and strategy without addressing any political activity, societal issues, or corporate activism. It focuses on internal corporate goals rather than external political engagement.",,"A retweet about the company's future vision and strategy. It's about business direction, not political activity. Classification: 0."
1,,1,1,1,1,1,1,1,,"emission allowances, support, Commission, aid","emission allowances', 'support', 'Commission', 'aid' - The tweet discusses the buying of emission allowances and mentions support for other industries, which indicates a concern with government policies and regulations affecting energy producers. The reference to the Commission compensating costs with new aid suggests a political context involving government intervention and corporate interests.",,"This discusses emission allowances and compensation, which relates to environmental policy and corporate strategy. It's about influencing or being affected by government policies. Classification: 1."
0,,0,1,0,0,0,0,0,"""Electricity"", ""grid"", ""status"".","Electricity distribution, disrupted","Electricity distribution, disrupted, status, grid. The tweet primarily discusses a disruption in electricity distribution and provides information about the status of the electricity grid. It does not engage with corporate political activity, corporate social responsibility, or corporate social activism, which are the key elements of political tweets as defined.",,"A notification about electricity disruption. It's a service update, not political. Classification: 0."
0,,0,0,0,0,0,0,0,"RT"", ""cyber security""",cyber security,"Digital Defense, cyber security, trend. The tweet discusses a security report focusing on cyber security trends, which is more related to technology and business rather than political activity or corporate social responsibility.",,"A retweet about a security report. It's about cybersecurity trends, not political activity. Classification: 0."
0,,0,0,0,0,0,0,0,unique,"archipelago, islands","XXXXX, archipelago, unique. The tweet primarily discusses a photographic work related to the archipelago and does not engage with political concepts such as corporate political activity, political corporate social responsibility, or corporate social activism.",,A retweet promoting a photographic work. No political elements. Classification: 0.
0,,0,0,0,0,0,0,0,"""Sales"", ""fiber"", ""campaign"".",affordable sales campaign,"affordable, sales campaign, reliably implemented, turnkey principle. The tweet focuses on a sales promotion and the implementation of a service, which are commercial activities rather than political actions or corporate social responsibility efforts.",,Promoting a sales expansion. It's a business update. Classification: 0.
0,,0,0,0,0,0,0,0,"""novelty"", ""harvester"".","Smart crane, harvester head movement","Smart crane, novelty, driver, directs, harvester head movement. The tweet focuses on a product innovation and its functionality, which does not align with political concepts such as corporate political activity, political corporate social responsibility, or corporate social activism.",,Introducing a new product feature. Not political. Classification: 0.
1,,0,0,0,0,0,0,0,"""Key"", ""ticket"", ""company"".","company level, Managing Director","Key ticket, homeness. The tweet focuses on a company's internal initiative regarding access and emphasizes 'homeness' at the company level, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism.",,"Discussing a company's initiative to emphasize homeness. It's about internal policies, not political. Classification: 0."
1,,1,1,1,1,1,1,1,"""Finnish"", ""health care"", ""national"".","social and health care, national development","national development paths', 'contribution', 'social and health care IT systems'. This tweet discusses the company's role in the development of national social and health care IT systems, which aligns with the concept of Political Corporate Social Responsibility (PCSR) as it addresses societal issues and highlights the company's efforts to contribute to national development.",,"Highlighting the company's role in social and health IT systems. It's about their contribution to national development, which could be seen as social responsibility. Maybe 1, but I'm not sure. It's more about their services than influencing policy."
0,,0,0,0,0,0,0,0,"""cycle"", ""visit","visit, success, honor",inappropriate cycle; the tweet lacks clear political context or corporate communication themes.,,A comment about a visit. No political content. Classification: 0.
0,,0,0,0,0,0,0,0,"""Eastern Finland","events, start-up","events, start-up, Eastern Finland. The tweet discusses a start-up event, which is more focused on business and networking rather than political activity or corporate social responsibility. There are no references to influencing government policies, societal issues, or corporate activism.",,Retweet about events and start-ups. Not political. Classification: 0.
0,,0,0,0,0,0,0,0,"""recipe"", ""business"", ""food""","success, food, business","food, business, operators, think. The tweet focuses on local food businesses and encourages thinking about success in that context, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism.",,Promoting food businesses. Not political. Classification: 0.
0,,0,0,0,1,0,0,0,"""services"", ""development"", ""Central Finland""","Development of services, Expansion","Expansion, Development of services. The tweet focuses on the company's plans to develop services and expand in a specific region, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism. It is more about business growth rather than influencing government policies or addressing societal issues.",,"Announcing service expansion. Business update, not political. Classification: 0."
0,,0,0,0,1,0,0,0,"future, tweets","curate, tweets","curate, tweets; The tweet questions who will curate tweets in the future, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism. It appears to be a general inquiry about social media management rather than a political statement or action.",, A question about tweet curation. Not political. Classification: 0.
1,,1,1,0,1,0,0,0,"""RT"", ""alliance""",Tampere Ratikka,"Ratikka, alliance, celebrate. The tweet discusses a construction project and a celebration event, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on a specific project rather than influencing government policies or addressing societal issues.",,Retweet about a construction project. Not political. Classification: 0.
1,,1,1,0,0,1,0,1,"""responsibility"", ""concept"", ""sustainable"".","Responsibility, Sustainable","Responsibility', 'Sustainable', 'renovating phones' - These words indicate a focus on corporate social responsibility and sustainability efforts, which align with the concepts of political corporate social responsibility (PCSR) and corporate social activism (CSA). The mention of responsibility and sustainability suggests an awareness of societal issues and a commitment to addressing them, which fits the definition of a political tweet.",,Mentioning sustainability in their practices. This relates to corporate social responsibility. Classification: 1.
0,,0,0,0,0,0,0,0,"""cashier"", ""security"", ""business""","cashier, money, Business, Save, Investing","The words 'cashier', 'money', and 'account' indicate a focus on financial transactions and personal finance rather than corporate political activity or social responsibility. The tweet does not address any efforts to influence government policies, societal issues, or corporate activism, which are key elements of political tweets.",,Advice on business and investing. Not political. Classification: 0.
0,,0,0,0,0,0,0,0,"""maintenance"", ""contracts"", ""infrastructure""","contracts, maintenance","contracts, maintenance, value. The tweet primarily discusses road maintenance contracts won by XXXXXXX, focusing on the business aspect and financial details rather than any political activity or influence on government policies. There are no references to lobbying, corporate social responsibility, or activism.",,"Announcing contract wins in infrastructure. It's a business achievement, not political. Classification: 0."
0,,0,0,0,0,0,0,0,heat pump,heat pump solutions,"heat, solutions, company. The tweet primarily discusses the establishment of a company focused on heat and heat pump solutions, which is more about business operations and innovation rather than political activity or corporate social responsibility. There are no references to influencing government policies, addressing societal issues, or taking public stances on controversial issues.",,Retweet about a new company in energy solutions. Not political. Classification: 0.
0,,0,0,0,0,0,0,0,colleagues,colleagues,"new colleagues, super lecturer. The tweet focuses on hiring and introducing new staff, which is not aligned with political activities or corporate social responsibility concepts.",,Retweet about hiring new staff. Not political. Classification: 0.
0,,0,0,0,0,0,0,0,"FlexiLight"", ""cardiology"", ""CathLab","cardiology, TAVR","FlexiLight, CathLab, echofirst, 3Decho, Vivid, cardiology, TAVR - These terms are primarily related to medical technology and procedures, indicating a focus on healthcare rather than political activity or corporate social responsibility.",,Promoting a medical product. Not political. Classification: 0.
0,,1,0,0,0,0,0,0,"""Fugaku"", ""tsunami"", ""Japan""","artificial intelligence, tsunami damage","artificial intelligence, tsunami damage, supercomputer. The tweet discusses a technological development aimed at disaster preparedness, which does not directly align with corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on innovation and research rather than political influence or societal issues in a corporate context.",,"This tweet talks about developing an AI model and using a supercomputer to fight against tsunami damage. It's about technological advancement and disaster preparedness. While it's a societal issue, it doesn't directly relate to corporate political activity, PCSR, or CSA. It's more of a scientific achievement. **Classification:** 0"
1,,1,1,1,1,1,1,1,"""Commissioner"", ""financial legislation"", ""forests","Commissioner, financial legislation, exploring","Commissioner, financial legislation, exploring, forests. This tweet discusses a commissioner responsible for financial legislation, indicating a governmental or political context. The mention of 'exploring the use of forests' suggests a potential policy discussion, aligning with corporate political activity and the influence of government policies.",,"**Analysis:** The tweet mentions a Commissioner exploring the use of forests, which relates to environmental policies. This could be seen as part of corporate social responsibility or addressing societal issues, which might fall under PCSR. **Classification:** 1"
0,,0,0,0,1,1,0,0,"""students"", ""collaboration"", ""Foundation""",#Foundation Act,"#Cultural Foundation, #Foundation Act. These terms indicate a focus on cultural initiatives and organizational efforts that align with corporate social responsibility and community engagement, which are aspects of political corporate social responsibility (PCSR).",,"**Analysis:** This is about students restoring art in collaboration with educational institutions and a cultural foundation. It's more about cultural activities and education, not directly related to corporate political activity or societal issues addressed by corporations. **Classification:** 0"
0,,0,0,0,1,0,0,0,"""podcast"", ""culture"", ""XXXXXX","experimental culture, future of work, return to old practices","experimental culture, future of work, return to the office speech - These phrases suggest a focus on workplace practices and culture rather than direct political activity or corporate social responsibility. The tweet discusses a podcast about work culture without indicating any efforts to influence government policies or address societal issues.",,"**Analysis:** Discusses a podcast on future of work, mentioning experimental culture and returning to old practices. It's about workplace trends and innovation, not directly political. **Classification:** 0"
0,,1,0,0,0,0,0,0,"""summer trainees"", ""work experiences"", ""Varsinais-Suomi"".","summer trainees, work experiences","summer trainees', 'great summer work experiences', 'responsible summer job' - The tweet focuses on hiring summer trainees and providing work experiences, which is primarily a business-related announcement rather than an effort to influence government policies or address societal issues in a political context.",,"**Analysis:** Job recruitment tweet. It's about employment opportunities, which is a corporate activity but doesn't fall under CPA, PCSR, or CSA. **Classification:** 0"
0,,0,1,0,0,0,0,0,"""RT"", ""webinaar"", ""doctors""","webinaar, performance, teamwork","webinaar, performance, teamwork. The tweet discusses a webinar focused on performance and teamwork among doctors, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism. It is more about professional development rather than political engagement or influence.",,"**Analysis:** Talks about organizing a webinar on performance and teamwork in healthcare. It's about professional development and collaboration, not directly political. **Classification:** 0"
0,,0,0,0,0,0,0,0,"""Welcome"", ""boost"", ""Infra""",boost,"Welcome, boost. The tweet primarily discusses a welcome message and a boost to the Infra segment, which does not indicate any political activity or corporate social responsibility. It lacks references to lobbying, societal issues, or corporate activism.",,**Analysis:** Announcement of a new member in the Infra segment. It's a corporate update but doesn't relate to political activity or societal issues.**Classification:** 0
0,,0,0,0,0,0,0,0,"""method designer"", ""production"", ""development","method designer, production operations","method designer, production operations, development team. The tweet focuses on job recruitment and operational development within a company, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism.",,"**Analysis:** Job posting for a method designer in forest machine production. It's a corporate recruitment notice, not political. **Classification:** 0"
0,,0,1,0,0,1,0,1,"""alignment"", ""heat storage","building, facility","#alignment, 'building the world's largest seasonal heat storage facility' indicates a significant corporate initiative that aligns with societal and environmental goals, which can be seen as a form of corporate social responsibility and political corporate activity.",,"**Analysis:** Discusses building a heat storage facility, which relates to energy and sustainability. This could be part of PCSR as it addresses environmental issues. **Classification:** 1"
1,,1,1,1,0,0,0,1,"""eco-friendly"", ""sustainable"", ""newbuilding","eco-friendly, sustainable","eco-friendly, hybrid, vessel, traffic. The tweet primarily discusses the delivery of a new vessel and its operational plans, focusing on sustainability in a business context rather than engaging in political activity or corporate social responsibility efforts. The terms 'eco-friendly' and 'sustainable' relate to environmental considerations but do not indicate a direct political stance or action.",,"**Analysis:** Introduces an eco-friendly vessel, which is about sustainability and environmental responsibility. This aligns with PCSR. **Classification:** 1"
0,,0,0,0,0,0,0,0,"""Great"", ""service"". ","service, thanks","successful, convey, thanks. The tweet expresses appreciation for a service's success and suggests further communication, but it does not engage with political concepts such as corporate political activity, political corporate social responsibility, or corporate social activism.",,"**Analysis:** Personal message of thanks, not related to corporate political activity. **Classification:** 0"
0,,0,1,0,0,0,0,0,"""corona"", ""region"".","renovations, apartments, solutions","Pipe renovations, apartments, solutions. The tweet primarily discusses construction activities and solutions related to apartment renovations, which do not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism. It lacks any reference to influencing government policies or addressing societal issues in a political context.",,**Analysis:** Talks about renovations after the pandemic. It's a corporate update but doesn't directly relate to political or societal issues. **Classification:** 0
1,,1,1,1,1,1,1,1,"""gender"", ""diversity""",Gender Diversity,"Gender Diversity', 'EWoB Gender Diversity Index' - These terms indicate a focus on gender diversity, which aligns with corporate social responsibility efforts to address societal issues. The mention of a ranking in a diversity index suggests an engagement with broader societal values and corporate accountability, which fits within the realm of political corporate social responsibility.",,"**Analysis:** Announces ranking in gender diversity, which relates to corporate social responsibility, specifically diversity initiatives.**Classification:** 1"
0,,0,0,0,0,0,0,0,"""spring"", ""products","delicious, products, selection","HK, products, store, shelves. The tweet primarily discusses new product offerings from HKScan, which is a commercial announcement rather than a political statement or action. There are no references to corporate political activity, social responsibility, or activism.",,"**Analysis:** Promotional tweet about new products. It's a marketing update, not political. **Classification:** 0"
1,,0,0,0,1,1,1,1,"""Minister"", ""Culture"".",Minister for Science and Culture,"Minister, copyright, TV content. The presence of 'Minister' indicates involvement of government officials, which aligns with corporate political activity (CPA) as it suggests a connection to government policies. Additionally, the mention of 'copyright' and 'TV content' implies a discussion of regulatory issues that can affect corporate interests, further supporting the classification as political.",,"**Analysis:** Announces a forum on TV content and copyright involving a minister. This relates to government policies and corporate activities, falling under CPA. **Classification:** 1"
0,,1,1,1,1,0,0,0,"""COVID-19"", ""pandemic"", ""urbanisation"".","operating environment, urbanisation","impact, operating environment, urbanisation. The tweet discusses the expected impact of the COVID-19 pandemic on the operating environment and mentions urbanisation, but it does not indicate any corporate political activity, social responsibility, or activism. It focuses more on economic trends rather than political engagement or corporate influence on policy.",,**Analysis:** Discusses the impact of the pandemic on urbanization. It's an analysis of trends but doesn't directly relate to corporate political activity. **Classification:** 0
0,,1,1,1,0,0,0,1,"""waste"", ""recycling"", ""energy""","construction, technology","recycling waste, construction. The tweet primarily discusses a construction project related to a waste power plant, focusing on technology and recycling, which are not directly aligned with corporate political activity, political corporate social responsibility, or corporate social activism.",,"**Analysis:** Talks about extending a waste power plant, which relates to environmental sustainability. This could be PCSR. **Classification:** 1"
0,,1,1,0,1,1,0,0,"""published"", ""mental health""",mental health,"mental health', 'young people', 'take care of' - The tweet discusses a song aimed at promoting mental health for young people, which aligns with the concept of Political Corporate Social Responsibility (PCSR). It indicates a corporate effort to address societal issues, specifically mental health, which is a significant societal concern. This aligns with the definition of political tweets as it reflects an initiative that goes beyond core business operations to address a pressing social issue.",,"**Analysis:** Refers to a song about mental health. It's a personal or artistic message, not corporate political. **Classification:** 0"
0,,0,1,1,0,0,0,0,"""development"", ""innovations""","Research and development, innovations","Research and development, wood-based products, innovations. The tweet focuses on the general concept of research and development in the context of wood-based products and innovations, which does not directly relate to corporate political activity, political corporate social responsibility, or corporate social activism. It lacks specific references to influencing government policies, addressing societal issues, or taking public stances on controversial issues.",,**Analysis:** Talks about R&D for new products. It's a corporate activity but not directly political. **Classification:** 0
0,,0,0,1,0,0,0,0,"""remote"", ""work"", ""leadership""","on-boarding, remote, employers","interaction, remote, employers, options, junior staff, leadership, company. The tweet discusses challenges related to job onboarding and remote work options without addressing any corporate political activity, social responsibility, or activism. It focuses on workplace dynamics rather than political or corporate influence on policies.",,"**Analysis:** Discusses challenges in onboarding and remote work. It's about workplace practices, not political. **Classification:** 0"
1,,1,1,1,0,0,0,1,"""energy"", ""efficiency"", ""environmental","energy efficiency, environmental performance","energy efficiency, environmental performance, reduce energy consumption. The tweet focuses on the technical aspects of refrigeration systems and their benefits in terms of energy efficiency and environmental performance, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism.",,"**Analysis:** Talks about investments in energy efficiency, which relates to environmental responsibility. This is PCSR. **Classification:** 1"
1,,1,1,1,1,1,0,1,"""cooperative"", ""investment"", ""responsible""",responsible business,"responsible business. The phrase 'responsible business' indicates a focus on corporate social responsibility, which aligns with the concept of Political Corporate Social Responsibility (PCSR) as it suggests that the cooperative is addressing societal issues through its business practices.",,"**Analysis:** Discusses investment returns and responsible business. It's about financial performance and sustainability, possibly PCSR. **Classification:** 1"
0,,0,0,0,0,0,0,0,"""interim"", ""report""","interim report, management","interim report, management. The tweet discusses a financial report and management activities without any reference to political activities, societal issues, or corporate activism.",,"**Analysis:** Corporate financial report. It 's a business update, not political. **Classification:** 0"
0,,0,0,1,0,0,0,0,"""XXXXXX"", ""employees"", ""home""","saving, employees, working from home","saving, employees, working from home. This tweet discusses a financial benefit related to remote work but does not engage with government policies, societal issues, or corporate activism. It focuses on a business operational aspect rather than a political context.",,**Analysis:** Discusses cost savings from remote work. It's about corporate strategy
0,,0,0,0,0,0,0,0,"lotto, winning","lotto, winning line","lotto, winning line, holiday ton - The tweet discusses lottery results and does not contain any elements related to corporate political activity, political corporate social responsibility, or corporate social activism. It is purely informational about a game of chance.",,"This is about a lottery result. It mentions numbers and a hashtag #lotto. There\'s no indication of any corporate activity related to politics or social responsibility. So, this should be 0."
1,,0,0,0,1,0,0,0,"""virus"", ""misassessments""","choices, misassessments","virus, choices, misassessments. The tweet discusses uncertainty regarding the virus and choices made, but it does not engage with corporate political activity, corporate social responsibility, or corporate social activism. It reflects personal opinion rather than a corporate stance or action.",,"Talks about uncertainty regarding the virus and choices that might be misassessed later. It doesn\'t mention any corporate actions or policies. Seems more like a personal opinion, so 0."
0,,1,1,0,1,1,1,0,"""project"", ""knowledge","funding, repairs","#private roads, funding, actions",,"Refers to a project and funding for repairs, specifically mentioning #private roads. It seems related to infrastructure but doesn\'t indicate any political activity or CSR. Maybe 0."
1,,1,1,1,1,1,1,1,"""fossil"", ""hydrogen",fossil free value chain,"fossil free, value chain, hydrogen storage. The tweet discusses a pilot plant for hydrogen storage aimed at creating a fossil-free value chain, which aligns with corporate social responsibility and sustainability efforts. This indicates a corporate initiative to address environmental issues, making it a political tweet.",,"About a pilot plant for hydrogen storage as part of a project towards a fossil-free value chain. This could be related to environmental sustainability, which might fall under PCSR or CSA. So, 1."
0,,0,0,0,0,0,0,0,"""saving"", ""investing"".","saving, investing, uncertainty","saving, investing, uncertainty. The tweet discusses personal finance and investment strategies without reference to corporate political activity, corporate social responsibility, or activism. It focuses on individual actions rather than corporate influence or societal issues.",,"Discusses saving and investing, especially in uncertain times. It\'s more of a financial advice tweet, so 0"
0,,1,0,1,0,0,1,1,"""air"", ""quality"", ""study""","air quality, study","air quality, study. The tweet discusses a scientific study on air quality without any reference to corporate political activity, corporate social responsibility, or corporate social activism. It focuses on measurement and research rather than political influence or corporate engagement in societal issues.",,"Talks about air quality studies conducted by several institutions. It\'s about environmental issues, which could relate to PCSR. So, 1."
0,,0,0,0,0,0,0,0,"""advice"", ""timer",advice,"Old timers, advice, touché - The tweet does not reference any political activity, corporate social responsibility, or activism. It appears to be a casual remark without any political implications.",," An old timers\' advice, probably unrelated to corporate activities. So, 0."
0,,0,0,1,0,0,0,0,"""leasing"", ""sector"", ""financial""","financial health, leasing sector","financial health, leasing sector. The tweet focuses on the financial health of the leasing sector, which is more about industry performance and economic indicators rather than political activity or corporate social responsibility.",," Index report on the leasing sector\'s financial health. It\'s a business report, not necessarily political. So, 0."
1,,1,1,1,1,1,1,1,"""biodiversity"", ""environmental"", ""responsibility",economic and human rights,"biodiversity', 'economic and human rights', '#responsibility'. This tweet discusses biodiversity as a broader issue that encompasses economic and human rights, which aligns with the concepts of political corporate social responsibility (PCSR) and corporate social activism (CSA). The mention of 'responsibility' further emphasizes the corporate role in addressing societal issues, making it a political tweet.",," Thanks guests and mentions biodiversity, economic, and human rights. This could be related to CSR. So, 1."
0,,0,0,0,0,0,0,0,"winner, signed jersey","Congratulations, winner, signed jersey","Congratulations, winner, signed jersey. This tweet is focused on a congratulatory message regarding a contest or giveaway, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism. It lacks any reference to influencing government policies, addressing societal issues, or taking a stance on controversial topics.",," Congratulates a winner of a jersey. It\'s a promotional tweet, not political. So, 0."
1,,1,1,1,1,1,1,1,"Cybersecurity, jobs, labor",#Cybersecurity,"#Cybersecurity, committed, labor gap. The mention of 'Cybersecurity jobs' highlights a societal issue related to employment and skills development, which aligns with the concept of Political Corporate Social Responsibility (PCSR). Microsoft's commitment to addressing this labor gap indicates an effort to influence societal outcomes beyond their core business operations, thus classifying the tweet as political.",,"Talks about cybersecurity jobs and XXXXXX\'s commitment. This could be related to corporate responsibility. So, 1."
0,,0,0,0,0,0,0,0,"cars, monthly","Mazda CX-30, carefree, depreciation","carefree, depreciation. The tweet primarily discusses a promotional offer for a car and does not engage with any political concepts such as corporate political activity, political corporate social responsibility, or corporate social activism.",,"Promotes a car deal with no down payment. It\'s a sales promotion, so 0."
0,,0,0,0,0,0,0,0,"ski, fly","ski, skiing, forest","ski, skiing, forest, door. The tweet discusses skiing and a personal experience related to it, without any reference to corporate political activity, corporate social responsibility, or corporate social activism. It does not engage with political concepts or issues.",," Skiing related, no corporate activity mentioned. So, 0"
0,,0,0,0,0,0,0,0,,"summer workers, application","summer workers, application, jobs. The tweet focuses on hiring summer workers and providing information about job applications, which is a non-political topic related to employment rather than corporate political activity, social responsibility, or activism.",," Job recruitment for summer workers. It\'s a job announcement, so 0"
0,,1,1,1,0,0,0,1,"""metal"", ""recycling""","Smart, digital, metal recycling","Smart, digital, Index, online tool, metal recycling machines. The tweet focuses on a product launch and technological advancement in the context of metal recycling, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism. It is primarily promotional and does not address any political or societal issues.",," Launches a digital tool for metal recycling. This could be part of CSR. So, 1"
1,,1,1,1,1,1,1,1,"""climate"", ""reduction"", ""Targets"".","UN climate conference, emission reduction, official approval","emission reduction', 'UN climate conference', 'official approval', 'Science Based Targets' - These terms indicate a focus on corporate efforts to address climate change, which aligns with political corporate social responsibility (PCSR) and corporate social activism (CSA). The mention of the UN climate conference also suggests engagement with broader societal issues and governmental policies.",," Climate conference and emission reduction goals. Definitely related to PCSR. So, 1."
1,,1,1,1,1,1,1,1,"""fair"", ""environmental"", ""work""","farmers, environmental work, employment","environmental work, employment, farmers. The tweet discusses the role of farmers in environmental work and the impact on local employment, which aligns with the concepts of corporate social responsibility and corporate political activity, as it highlights the societal contributions of businesses and their influence on local communities.",," Talks about environmental work and employment for young people. This seems like CSR. So, 1"
0,,0,0,0,0,0,0,0,"result"", ""properties"", ""Oy""","office broker, award-winning","office broker, customer's office needs, award-winning level. The tweet focuses on a business achievement and customer service without addressing any political or societal issues, thus classifying it as non-political.",," Awards an office broker. It\'s a business award, not political. So, 0."
1,,1,1,1,0,1,1,1,biodiversity,biodiversity,"#biodiversity. This tweet discusses the state of biodiversity, which is a societal issue that aligns with corporate social responsibility efforts to address environmental concerns. The mention of biodiversity suggests a focus on ecological issues that can be tied to corporate activism and responsibility.",," Mentions biodiversity, so possibly CSR. So, 1"
0,,0,0,0,0,0,0,0,"lights, camera, Live","Lights, camera, Live","Lights, camera, Live - The tweet focuses on a prototype reveal event and does not mention any political activity, corporate social responsibility, or activism. It is primarily promotional and lacks any reference to influencing government policies or addressing societal issues.",," Prototype reveal, seems like a product launch. Not political. So, 0."
1,,1,1,1,1,1,1,1,"""EU"", ""climate"", ""policy""",EU #climate policy,"#climate policy, EU. The mention of 'EU' and 'climate policy' indicates a focus on governmental policies and their implications, aligning with corporate political activity and the broader context of political engagement.",,"EU climate policy effects. Directly related to CPA or PCSR. So, 1."
0,,0,0,0,0,0,0,0,"""free"", ""charge"", ""discussion"".","discussion, questions","free of charge, discussion, questions. The tweet focuses on an event that is free and encourages discussion, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism.",,"This seems like a promotional event. No mention of influencing policies, societal issues, or taking stances. So, 0."
0,,0,0,0,0,0,0,0,"""Sanomas"", ""area"", ""pond""","changing, area","The words 'changing', 'area', and 'Archipelago pond' do not indicate any political activity or corporate engagement with government policies or societal issues. The tweet appears to be a general observation about a location rather than a statement related to corporate political activity, political corporate social responsibility, or corporate social activism.",,"Discussing a change in a specific area. Without context, it's hard to see if it's related to policy or societal issues. Maybe 0."
0,,0,0,0,0,0,0,0,"""morning"", ""coffee"", ""Scandinavia""","innovation, tech, podcast","Good morning, listen, podcast, innovation, tech, Scandinavia. The tweet primarily focuses on a casual greeting and promoting a podcast about innovation in technology, which does not align with the definitions of corporate political activity, political corporate social responsibility, or corporate social activism.",,Promoting a podcast about innovation. Not directly related to politics or societal issues. 0.
0,,0,0,0,0,0,0,0,"""Order"", ""Elenia"", ""Kuitu""",affordable campaign prices,"Order, affordable, connection. The tweet primarily focuses on promoting a service (fibre connection) and its pricing, without any reference to political activities, corporate social responsibility, or activism. It lacks elements that would classify it as political.",,Marketing a product. No political elements. 0.
1,,1,1,1,1,1,1,1,"""safe"", ""home"", ""responsibility""","#children, #responsibility","safe home', 'supporting the activities', 'responsibility'. This tweet discusses the importance of providing a safe home for children and highlights corporate support for initiatives that directly impact societal issues, aligning with the concept of Political Corporate Social Responsibility (PCSR). The focus on children's welfare and the mention of supporting activities indicate a commitment to addressing societal issues beyond core business operations.",,"This involves supporting children's welfare, which could be considered PCSR. 1."
0,,0,0,1,0,0,0,0,"""pandemia"", ""change"", ""CEO""","Pandemia, cooking plate","The tweet discusses HKScan's performance and a statement from its CEO, focusing on business operations rather than political activity or corporate social responsibility. Words like 'strong' and 'Pandemia' indicate a business context rather than a political one.",,Discussing company performance and impact of a pandemic on their operations. Not political. 0.
0,,0,0,0,0,0,0,0,"""unfair"", ""heart"", ""future""","unfair, strength, light, future","unfair, strength, light, future. The tweet expresses a personal sentiment and emotional wish rather than addressing any corporate political activity, social responsibility, or activism. It does not engage with societal issues or corporate interests.",," A personal sentiment, not related to corporate actions or politics. 0."
0,,0,0,0,0,0,0,0,"""products"", ""quality"", ""design""","quality, design, philosophy","products, quality, design, philosophy, article, industrial design. The tweet focuses on the quality and design of XXXXXXX  products and does not address any political activity, corporate social responsibility, or activism. It is purely promotional and informative about the company's offerings.",,Promoting product quality and design. No political elements. 0.
